"no";"dong";"AptName";"code";"buildYear";"jibun";"lat";"lng";"img"
1;"사직동";"광화문풍림스페이스본(101동~105동)";"11110";"2008";"9";"37.5743822";"126.9688505";""
2;"사직동";"광화문풍림스페이스본(106동)";"11110";"2008";"9-1";"37.57348";"126.967792";""
3;"내수동";"경희궁의아침4단지";"11110";"2004";"73";"37.5722444";"126.9722071";""
4;"견지동";"대성스카이렉스";"11110";"2008";"110";"37.5724163";"126.9824791";""
5;"효제동";"포레스트힐시티";"11110";"2017";"65-2";"37.5740221";"127.0018054";""
6;"명륜1가";"송림아마레스아파트";"11110";"2003";"2-12";"37.59062120000001";"126.9976818";""
7;"명륜2가";"아남1";"11110";"1995";"4";"37.5855698";"126.9994671";""
8;"명륜2가";"아남3";"11110";"1999";"237";"37.5855655";"127.0002337";""
9;"명륜3가";"한빛";"11110";"1999";"1-30";"37.5893352";"126.9950098";""
10;"창신동";"동대문";"11110";"1966";"328-17";"37.5722279";"127.0151863";""
11;"숭인동";"삼전솔하임2차";"11110";"2012";"296-19";"37.5724383";"127.0167548";""
12;"숭인동";"주건축물제1동";"11110";"2013";"1392";"37.5736666";"127.0226401";""
13;"숭인동";"숭인한양LEEPS";"11110";"2014";"1421-2";"37.57357390000001";"127.0223266";""
14;"숭인동";"종로동광모닝스카이";"11110";"2013";"1421-1";"37.5734074";"127.0223446";""
15;"평창동";"에지앙빌";"11110";"2004";"179-5";"37.6069685";"126.9675741";""
16;"평창동";"롯데낙천대";"11110";"2001";"72";"37.6091837";"126.9756868";""
17;"평창동";"삼성";"11110";"1998";"596";"37.6109493";"126.9786561";""
18;"평창동";"벽산블루밍평창힐스";"11110";"2004";"45";"37.6080961";"126.9737175";""
19;"익선동";"현대뜨레비앙";"11110";"2003";"55";"37.5750883";"126.9900786";""
20;"연건동";"이화에수풀";"11110";"2014";"195-10";"37.57539370000001";"127.0018312";""
21;"명륜1가";"아마레스";"11110";"2002";"45-5";"37.5869019";"126.9988775";""
22;"창신동";"MID그린(3동)";"11110";"2002";"601-2";"37.5779087";"127.0099886";""
23;"창신동";"성용";"11110";"1994";"640-252";"37.57500479999999";"127.0094655";""
24;"창신동";"창신쌍용2";"11110";"1993";"703";"37.5804209";"127.0117238";""
25;"숭인동";"삼전솔하임4차";"11110";"2014";"318-2";"37.5713672";"127.0167802";""
26;"평동";"경희궁자이(3단지)";"11110";"2017";"233";"35.12477";"126.7602498";""
27;"홍파동";"경희궁자이(2단지)";"11110";"2017";"199";"37.5709038";"126.9639262";""
28;"명륜2가";"아남2";"11110";"1996";"236";"37.5861655";"126.9987424";""
29;"창신동";"창신쌍용1";"11110";"1992";"702";"37.580401";"127.0139816";""
30;"숭인동";"종로중흥S클래스";"11110";"2013";"202-3";"37.5736023";"127.0217228";""
31;"숭인동";"종로유케이201";"11110";"2013";"201-11";"37.5738414";"127.0213337";""
32;"평창동";"롯데캐슬 로잔";"11110";"2009";"108";"37.6098407";"126.9774707";""
33;"평창동";"갑을";"11110";"1997";"595";"37.6046031";"126.9637494";""
34;"무악동";"무악다온채";"11110";"2011";"66-1";"37.5761242";"126.9579142";""
35;"내수동";"경희궁의아침2단지";"11110";"2004";"71";"37.57371029999999";"126.9712666";""
36;"내수동";"경희궁의아침3단지";"11110";"2004";"72";"37.5732644";"126.9719961";""
37;"인의동";"효성쥬얼리시티";"11110";"2006";"48-2";"37.5711959";"126.9986621";""
38;"동숭동";"동성아파트(1동)";"11110";"1999";"4-161";"37.5833366";"127.0062404";""
39;"창신동";"MID그린(2동)";"11110";"2002";"601-1";"37.5778969";"127.0097623";""
40;"창신동";"MID그린(6동)";"11110";"2002";"601-7";"37.5775766";"127.0097179";""
41;"창신동";"MID그린(4동)";"11110";"2002";"601-5";"37.5777296";"127.0100114";""
42;"창신동";"두산";"11110";"1999";"232";"37.5741155";"127.0143203";""
43;"숭인동";"종로청계힐스테이트";"11110";"2009";"766";"37.5758067";"127.0212457";""
44;"숭인동";"숭인상가";"11110";"1979";"204-11";"37.5721671";"127.0206594";""
45;"교북동";"동아";"11110";"1995";"101";"37.5714018";"126.9620904";""
46;"구기동";"렉스팰리스";"11110";"2005";"95-1";"37.6068855";"126.9573119";""
47;"무악동";"인왕산아이파크";"11110";"2008";"60";"37.5767946";"126.9575007";""
48;"청운동";"청운현대";"11110";"2000";"56-45";"37.5861631";"126.9675048";""
49;"누상동";"청호그린빌";"11110";"1999";"40";"37.5806466";"126.9663277";""
50;"내수동";"세종로대우";"11110";"1994";"167";"37.5726979";"126.973265";""
51;"명륜3가";"(1-102)";"11110";"1997";"1-102";"37.5894309";"126.9952474";""
52;"창신동";"일우";"11110";"2002";"602";"37.5772952";"127.0096854";""
53;"창신동";"미니";"11110";"1995";"638-36";"37.5757009";"127.0095299";""
54;"창신동";"MID그린(8동)";"11110";"2002";"602-1";"37.5772698";"127.0098771";""
55;"숭인동";"종로센트레빌";"11110";"2008";"2-1";"37.5809193";"127.01605";""
56;"숭인동";"롯데캐슬천지인";"11110";"2004";"76";"37.5738039";"127.0161663";""
57;"평창동";"일성빌라트";"11110";"1996";"145-5";"37.60901";"126.9728101";""
58;"무악동";"현대";"11110";"2000";"82";"37.5752089";"126.9605874";""
59;"옥인동";"세종아파트";"11110";"2005";"56";"37.5820758";"126.9676881";""
60;"필운동";"두레엘리시안";"11110";"2007";"174-1";"37.57814500000001";"126.9696919";""
61;"내수동";"경희궁 파크팰리스";"11110";"2003";"95";"37.5741439";"126.9705655";""
62;"숭인동";"종로아인스빌";"11110";"2013";"1392-1";"37.5735298";"127.0227608";""
63;"숭인동";"하림빌라트";"11110";"1998";"473";"37.5784933";"127.0213158";""
64;"행촌동";"대성맨션";"11110";"1971";"41-1";"37.5726899";"126.9625616";""
65;"무악동";"인왕산2차아이파크";"11110";"2015";"88";"37.5773553";"126.9586242";""
66;"무악동";"경희궁 롯데캐슬";"11110";"2019";"46";"37.5732804";"126.9599418";""
67;"창신동";"MID그린(5동)";"11110";"2002";"601-4";"37.5777399";"127.0097418";""
68;"창신동";"창신이수";"11110";"2003";"23-816";"37.5778868";"127.014797";""
69;"창신동";"브라운스톤창신";"11110";"2006";"23-76";"37.5773353";"127.015016";""
70;"창신동";"창림";"11110";"1994";"639-20";"37.5759778";"127.0093474";""
71;"창신동";"MID그린(1동)";"11110";"2002";"601";"37.5781448";"127.0099877";""
72;"숭인동";"버넷하임1";"11110";"2013";"1421";"37.5737064";"127.0223351";""
73;"교북동";"경희궁자이(4단지)";"11110";"2017";"126";"37.5714471";"126.961324";""
74;"당주동";"롯데미도파광화문빌딩";"11110";"1981";"145";"37.5713473";"126.9736842";""
75;"이화동";"(9-1)";"11110";"2004";"9-1";"37.5769553";"127.0070826";""
76;"연건동";"(60-1)";"11110";"1999";"60-1";"37.5790038";"127.001046";""
77;"창신동";"동대문맨션";"11110";"1973";"578-5";"37.5723269";"127.0109761";""
78;"숭인동";"동문 (비동,씨동) (494-0)";"11110";"1997";"494";"37.5780803";"127.0213869";""
79;"신영동";"대아파크빌";"11110";"1998";"254";"37.6056015";"126.9602699";""
80;"교남동";"경희궁자이(2단지)";"11110";"2017";"199";"37.5718391";"126.9619706";""
81;"평창동";"형우럭스빌(33-1)";"11110";"2005";"33-1";"37.6075659";"126.9733623";""
82;"명륜1가";"건양하늘터";"11110";"2006";"23";"37.58769059999999";"126.9978524";""
83;"명륜1가";"(5-89)";"11110";"1995";"5-89";"37.5904772";"126.9970677";""
84;"숭인동";"(204-11)";"11110";"1979";"204-11";"37.5721671";"127.0206594";""
85;"숭인동";"탑스빌";"11110";"2003";"178-76";"37.5749602";"127.0201009";""
86;"명륜1가";"리치캐슬아파트";"11110";"2003";"33-85";"37.5885184";"126.997813";""
87;"창신동";"그린";"11110";"2002";"23-326";"37.5792769";"127.0106792";""
88;"평창동";"엘리시아";"11110";"2009";"66-1";"37.60964300000001";"126.9758708";""
89;"부암동";"별빛고운";"11110";"2006";"235-2";"37.5933234";"126.9643939";""
90;"필운동";"신동아블루아광화문의 꿈";"11110";"2007";"254";"37.5757532";"126.9699433";""
91;"충신동";"CS타워";"11110";"2011";"62-2";"37.5750438";"127.0040367";""
92;"회현동1가";"남산 롯데캐슬 아이리스";"11140";"2011";"208";"37.5569262";"126.9773171";""
93;"충무로5가";"충무로엘크루메크로시티2";"11140";"2016";"36-2";"37.5633134";"127.0000094";""
94;"신당동";"신당아르브";"11140";"2014";"160-5";"37.56489639999999";"127.023358";""
95;"신당동";"약수하이츠";"11140";"1999";"842";"37.5547032";"127.0146066";""
96;"신당동";"현대";"11140";"1993";"840";"37.5600233";"127.0215778";""
97;"신당동";"신당푸르지오";"11140";"2005";"850";"37.559205";"127.0194912";""
98;"신당동";"남산리젠트힐";"11140";"2003";"432-1669";"37.5487128";"127.0053253";""
99;"신당동";"래미안하이베르";"11140";"2011";"851";"37.5615738";"127.0194523";""
100;"신당동";"남산타운";"11140";"2002";"844";"37.5491389";"127.0093824";""
101;"신당동";"글로리안(A)";"11140";"2002";"432-986";"37.5507135";"127.0064372";""
102;"흥인동";"청계천 두산위브더제니스";"11140";"2014";"13-1";"37.566813";"127.0170721";""
103;"황학동";"황학아크로타워";"11140";"2010";"2523";"37.5659102";"127.0217363";""
104;"황학동";"롯데캐슬";"11140";"2008";"2545";"37.5708733";"127.0213284";""
105;"황학동";"한양I-Class";"11140";"2013";"787";"37.567224";"127.0233831";""
106;"황학동";"DUO302";"11140";"2014";"819";"37.5664513";"127.0233219";""
107;"중림동";"삼성사이버빌리지";"11140";"2001";"200";"37.5581419";"126.9652488";""
108;"남창동";"경서";"11140";"1970";"205-44";"37.5567104";"126.9776913";""
109;"회현동1가";"평화";"11140";"1976";"97-2";"37.5582036";"126.9797885";""
110;"충무로4가";"진양상가";"11140";"1970";"120-3";"37.5623885";"126.9959209";""
111;"오장동";"이지마루오장";"11140";"2018";"206-34";"37.5643786";"127.0019465";""
112;"신당동";"노블레스하우스";"11140";"2007";"290-67";"37.5613329";"127.0162047";""
113;"신당동";"남산정은스카이";"11140";"2005";"366-126";"37.5488691";"127.007736";""
114;"신당동";"신당역솔하임";"11140";"2016";"140-23";"37.5653862";"127.0211342";""
115;"황학동";"중구리버빌";"11140";"2003";"981";"37.5671421";"127.0224152";""
116;"중림동";"브라운스톤(355-0)";"11140";"2006";"355";"37.5607773";"126.9682129";""
117;"남대문로5가";"남산트라팰리스";"11140";"2010";"827";"37.5539452";"126.9756206";""
118;"회현동1가";"남산 SK LEADERS VIEW";"11140";"2010";"206";"37.5590809";"126.9805937";""
119;"회현동2가";"쌍용남산플래티넘";"11140";"2010";"87";"37.5593701";"126.983201";""
120;"필동3가";"미주";"11140";"1976";"62-16";"37.5560447";"126.9958634";""
121;"신당동";"신신(2차)";"11140";"2001";"432-1957";"37.5509599";"127.0052083";""
122;"신당동";"(372-66)";"11140";"2010";"372-66";"37.5521688";"127.0119317";""
123;"황학동";"청계리버팰리스A";"11140";"2019";"2033";"37.5696474";"127.0207229";""
124;"회현동1가";"삼풍";"11140";"1975";"146-1";"37.5561502";"126.9825091";""
125;"충무로4가";"남산센트럴 자이";"11140";"2009";"306";"37.5624711";"126.9977964";""
126;"신당동";"태원팰리스5차(432-1132)";"11140";"2006";"432-1132";"37.5530592";"127.0073319";""
127;"신당동";"수산타운(2차)";"11140";"2001";"432-2006";"37.5503425";"127.0057235";""
128;"신당동";"신당동파라다이스";"11140";"2000";"846";"37.5619894";"127.0172464";""
129;"신당동";"청구e편한세상";"11140";"2011";"852";"37.5615738";"127.0194523";""
130;"신당동";"삼성";"11140";"1999";"843";"37.5581633";"127.0179679";""
131;"신당동";"약수(372-13)";"11140";"1968";"372-13";"37.55357679999999";"127.011036";""
132;"흥인동";"동대문 와이즈 캐슬";"11140";"2014";"119";"37.56581";"127.0154247";""
133;"순화동";"덕수궁롯데캐슬";"11140";"2016";"217";"37.5624639";"126.9706122";""
134;"만리동1가";"LIG 서울역 리가";"11140";"2012";"231";"37.55612";"126.9676729";""
135;"인현동2가";"신성상가";"11140";"1968";"192-30";"37.5634956";"126.9957894";""
136;"묵정동";"충무";"11140";"1982";"11-2";"37.560757";"127.0007407";""
137;"장충동2가";"장충";"11140";"1981";"193-29";"37.55921319999999";"127.0016623";""
138;"신당동";"동평화패션타운";"11140";"1968";"217-95";"37.5693272";"127.0137586";""
139;"신당동";"한진그랑빌";"11140";"2001";"845";"37.563521";"127.0258175";""
140;"정동";"정동";"11140";"1965";"18-1";"37.5672207";"126.9702895";""
141;"순화동";"바비엥3";"11140";"2006";"215";"37.5630541";"126.9695398";""
142;"순화동";"순화동더샵";"11140";"2007";"151";"37.560174";"126.9720786";""
143;"산림동";"대림상가";"11140";"1972";"207-2";"37.5670859";"126.9954333";""
144;"신당동";"명경";"11140";"2002";"432-657";"37.5518175";"127.0064758";""
145;"신당동";"노블레스2";"11140";"2002";"432-1653";"37.549596";"127.0052468";""
146;"만리동1가";"대우디오빌";"11140";"2005";"62-7";"37.55500809999999";"126.9671981";""
147;"묵정동";"묵정";"11140";"1981";"11-67";"37.5606646";"127.0000436";""
148;"신당동";"신신(1차)";"11140";"2001";"432-1972";"37.5508428";"127.0054249";""
149;"중림동";"성요셉";"11140";"1971";"149";"37.5595241";"126.9672059";""
150;"만리동2가";"서울역센트럴자이";"11140";"2017";"176-1";"37.554119";"126.963428";""
151;"장충동1가";"장충레지던스";"11140";"1993";"106-1";"37.5594385";"127.0072235";""
152;"을지로5가";"삼성파크빌(39-1)";"11140";"2006";"39-1";"37.56714160000001";"127.0027496";""
153;"신당동";"프라임2";"11140";"2003";"432-2837";"37.5487798";"127.0063248";""
154;"신당동";"진달래";"11140";"2003";"333-42";"37.5565067";"127.0140181";""
155;"황학동";"신당블루카운티";"11140";"2016";"846";"37.566196";"127.0226245";""
156;"신당동";"그린빌";"11140";"2003";"122-1";"37.5643766";"127.0180448";""
157;"신당동";"유정";"11140";"2001";"432-1970";"37.5510825";"127.0055349";""
158;"신당동";"동산";"11140";"2001";"432-579";"37.5514823";"127.0052874";""
159;"신당동";"벨레어카운티";"11140";"2004";"407-17";"37.5587612";"127.0087514";""
160;"신당동";"프라임1";"11140";"2003";"432-1632";"37.5488292";"127.0059915";""
161;"황학동";"(1546-0)";"11140";"2015";"1546";"37.5691208";"127.0215471";""
162;"황학동";"황학동 코아루";"11140";"2010";"882";"37.5666918";"127.0224426";""
163;"황학동";"골드캐슬Ⅲ";"11140";"2017";"1743";"37.5702504";"127.0212878";""
164;"만리동1가";"SY파크힐";"11140";"2005";"56-11";"37.5568894";"126.9657585";""
165;"산림동";"청계상가";"11140";"1971";"207-1";"37.5679392";"126.9953313";""
166;"예장동";"삼익";"11140";"1999";"9";"37.55970629999999";"126.9915053";""
167;"오장동";"정석그라시아";"11140";"2019";"90-8";"37.56421590000001";"126.9996475";""
168;"신당동";"푸른마을(B)";"11140";"2001";"432-922";"37.5508589";"127.0059464";""
169;"후암동";"후암미주";"11170";"1980";"423-1";"37.5518011";"126.9757608";""
170;"후암동";"명남아띠팰리스";"11170";"2006";"244-90";"37.5491552";"126.9788322";""
171;"용산동2가";"한신";"11170";"1981";"47-17";"37.53964879999999";"126.9868386";""
172;"동자동";"센트레빌아스테리움서울";"11170";"2013";"45";"37.5494341";"126.9733793";""
173;"원효로4가";"산호";"11170";"1977";"118-16";"37.5326545";"126.9502678";""
174;"도원동";"삼성래미안";"11170";"2001";"23";"37.5382852";"126.9552615";""
175;"한강로3가";"시티파크(2단지)";"11170";"2007";"63-387";"37.5260424";"126.9699869";""
176;"이촌동";"대림";"11170";"1994";"395";"37.5250472";"126.9551678";""
177;"이촌동";"동아그린";"11170";"1999";"411";"37.5239273";"126.9580321";""
178;"이촌동";"한가람";"11170";"1998";"404";"37.5215466";"126.9703451";""
179;"이촌동";"한강맨숀";"11170";"1971";"300-23";"37.5193472";"126.9750134";""
180;"이태원동";"청화1";"11170";"1982";"22-2";"37.5301451";"126.9949096";""
181;"한남동";"한남더힐";"11170";"2011";"810";"37.5368563";"127.0092213";""
182;"한남동";"한성1";"11170";"1974";"29-4";"37.5344824";"127.0090502";""
183;"한남동";"한남아이파크애비뉴";"11170";"2017";"828";"37.5311789";"127.0062454";""
184;"한남동";"한남동동원베네스트";"11170";"2010";"522-1";"37.5301242";"127.0077807";""
185;"서빙고동";"신동아";"11170";"1985";"241-21";"37.51808219999999";"126.9876631";""
186;"산천동";"리버힐삼성";"11170";"2001";"193";"37.5348569";"126.9508049";""
187;"효창동";"화이트타운";"11170";"2003";"5-45";"37.5416073";"126.9636431";""
188;"도원동";"제일1";"11170";"1971";"3-4";"37.5390776";"126.9580544";""
189;"문배동";"용산큐브";"11170";"2013";"24-4";"37.537223";"126.9681812";""
190;"문배동";"프라임팰리스";"11170";"2012";"24-8";"37.5367966";"126.9696059";""
191;"한강로1가";"대우월드마크용산";"11170";"2007";"64";"37.53711800000001";"126.9728863";""
192;"한강로2가";"한강로대우아이빌";"11170";"2004";"2-11";"37.5314944";"126.9691335";""
193;"이촌동";"북한강(성원)";"11170";"2001";"422";"37.5271975";"126.9537881";""
194;"이촌동";"LG한강자이";"11170";"2003";"430";"37.5194588";"126.9705367";""
195;"이촌동";"점보";"11170";"1974";"300-10";"37.5180908";"126.9787161";""
196;"이촌동";"래미안첼리투스아파트";"11170";"2015";"436";"37.5161216";"126.9660695";""
197;"이촌동";"강촌";"11170";"1998";"402";"37.5192056";"126.9770742";""
198;"이촌동";"이촌코오롱(A)";"11170";"1999";"412";"37.51998270000001";"126.9786768";""
199;"이촌동";"왕궁";"11170";"1974";"300-11";"37.5172228";"126.9782574";""
200;"이촌동";"우성";"11170";"1995";"399-1";"37.5215587";"126.9690474";""
201;"이태원동";"준아트빌";"11170";"2008";"124-1";"37.5349653";"126.9968804";""
202;"한남동";"리버티하우스";"11170";"2001";"258";"37.5335402";"127.0086485";""
203;"한남동";"한남동리첸시아";"11170";"2004";"72-1";"37.5342512";"127.0079105";""
204;"서빙고동";"금호베스트빌1";"11170";"2002";"296";"37.5228532";"126.9919722";""
205;"서빙고동";"신동아";"11170";"1984";"241-21";"37.51808219999999";"126.9876631";""
206;"후암동";"프리마베라빌";"11170";"2003";"55-20";"37.5496737";"126.97909";""
207;"원효로1가";"용산파크뷰(46-3)";"11170";"2018";"46-3";"37.5401621";"126.9685842";""
208;"신창동";"세방리버하이빌";"11170";"2005";"102";"35.1966834";"126.8507749";""
209;"효창동";"아인하우스";"11170";"2012";"5-42";"37.5418338";"126.9631636";""
210;"효창동";"임선웰빙";"11170";"2004";"5-72";"37.5411499";"126.9637807";""
211;"효창동";"효창팰리스2차";"11170";"2002";"5-49";"37.541453";"126.9627886";""
212;"문배동";"이안용산1차(102동)";"11170";"2005";"7-6";"37.5380236";"126.9697905";""
213;"한강로1가";"용산파크자이";"11170";"2005";"50-1";"37.5365551";"126.9728148";""
214;"한강로3가";"시티하우스";"11170";"2011";"65-7";"37.5243684";"126.9662913";""
215;"이태원동";"마운틴뷰";"11170";"1999";"198-16";"37.537435";"126.990211";""
216;"한남동";"한남힐스테이트";"11170";"2003";"807";"37.5282696";"127.0037889";""
217;"보광동";"리버빌(삼성)";"11170";"2000";"151";"37.52416789999999";"127.0009959";""
218;"후암동";"후암맨션";"11170";"1974";"1-20";"37.5522206";"126.9770713";""
219;"후암동";"브라운스톤남산";"11170";"2004";"458";"37.55121870000001";"126.9762396";""
220;"청파동3가";"한울글로리A";"11170";"2003";"132-50";"37.5429545";"126.9626286";""
221;"원효로1가";"용산 더프라임";"11170";"2014";"41";"37.537944";"126.9671687";""
222;"산천동";"한강타운";"11170";"2001";"204";"37.5357777";"126.9505906";""
223;"효창동";"효창파크KCC스위첸";"11170";"2018";"286";"37.5417318";"126.9613055";""
224;"도원동";"도원";"11170";"1983";"3-7";"37.5388347";"126.9584029";""
225;"한강로1가";"삼각아파트";"11170";"1970";"231-24";"37.5332415";"126.9731714";""
226;"한강로1가";"삼각아파트";"11170";"1971";"231-24";"37.5332415";"126.9731714";""
227;"용산동5가";"용산파크타워(24-0)";"11170";"2009";"24";"37.5242567";"126.970731";""
228;"이촌동";"한강(대우)";"11170";"2000";"415";"37.5221203";"126.9693836";""
229;"이촌동";"동부센트레빌";"11170";"2001";"418";"37.520931";"126.9665039";""
230;"이촌동";"현대한강";"11170";"1997";"400";"37.5231767";"126.9582348";""
231;"이태원동";"남산대림";"11170";"1994";"729";"37.5406105";"126.9887628";""
232;"한남동";"한남해피트리";"11170";"2016";"827";"37.5311789";"127.0062454";""
233;"한남동";"현대하이페리온";"11170";"2002";"805";"37.5274745";"127.0047046";""
234;"한남동";"리버탑";"11170";"2001";"802";"37.5296884";"127.008135";""
235;"동빙고동";"파인힐빌";"11170";"2003";"1-72";"37.5275728";"126.9955675";""
236;"동자동";"동자";"11170";"1969";"19-8";"37.5511054";"126.9750291";""
237;"용문동";"브라운스톤";"11170";"2011";"90";"37.5364163";"126.9591211";""
238;"문배동";"리첸시아용산B";"11170";"2010";"40-31";"37.5379687";"126.9680464";""
239;"신계동";"용산e편한세상";"11170";"2011";"48";"37.5359977";"126.9664454";""
240;"한강로2가";"용산푸르지오써밋(420)";"11170";"2017";"420";"37.5316834";"126.9696924";""
241;"한강로2가";"아스테리움 용산";"11170";"2012";"419";"37.5316834";"126.9696924";""
242;"용산동5가";"용산파크타워(24-1)";"11170";"2009";"24-1";"37.523218";"126.9731278";""
243;"한강로3가";"한강대우트럼프월드3";"11170";"2004";"65-230";"37.5228767";"126.9628434";""
244;"한강로3가";"용산 시티파크(1단지)";"11170";"2007";"63-389";"37.5250734";"126.9689153";""
245;"이촌동";"강변";"11170";"1971";"193-3";"37.5235033";"126.9592043";""
246;"이촌동";"미주A";"11170";"1975";"302-54";"37.5204268";"126.9691229";""
247;"이촌동";"이촌코오롱(B)";"11170";"1999";"414";"37.518964";"126.9799746";""
248;"이촌동";"삼익";"11170";"1979";"300-301";"37.5185208";"126.9760327";""
249;"이촌동";"현대맨숀";"11170";"1974";"301-162";"37.5186483";"126.9823443";""
250;"이촌동";"동원베네스트";"11170";"2005";"434";"37.5268604";"126.9551029";""
251;"이촌동";"왕궁";"11170";"1975";"300-11";"37.5172228";"126.9782574";""
252;"이태원동";"이태원(이테크빌)";"11170";"2002";"730";"37.5332177";"126.9926926";""
253;"한남동";"한남하우스";"11170";"1970";"723-3";"37.5381313";"127.005579";""
254;"한남동";"한남동UNVILLAGE루하우스";"11170";"2015";"1-51";"37.5363596";"127.0124266";""
255;"한남동";"현대안성타워";"11170";"1998";"737-28";"37.5351344";"126.997901";""
256;"한남동";"태성1";"11170";"1975";"644-2";"37.5328577";"127.0042099";""
257;"한남동";"한남파라곤";"11170";"2011";"825";"37.5390823";"127.0032796";""
258;"보광동";"신동아1";"11170";"1992";"448";"37.5257222";"127.0017411";""
259;"갈월동";"두리파크빌";"11170";"2004";"6-48";"37.5486447";"126.9735814";""
260;"청파동1가";"목화";"11170";"2004";"84-3";"37.5478231";"126.9678031";""
261;"청암동";"SK청암대(64-29)";"11170";"2001";"64-29";"37.53542820000001";"126.9475745";""
262;"원효로4가";"강변삼성스위트";"11170";"1999";"178";"37.5340871";"126.9486388";""
263;"효창동";"효창파크푸르지오";"11170";"2010";"274";"37.5401028";"126.9584463";""
264;"문배동";"이안용산1차(103동)";"11170";"2005";"11-29";"37.5378445";"126.9704368";""
265;"문배동";"아크로타워";"11170";"2007";"24-21";"37.5366975";"126.9685788";""
266;"문배동";"지오베르크";"11170";"2004";"17-1";"37.5373719";"126.9672852";""
267;"문배동";"이안용산1차(101동)";"11170";"2005";"11-14";"37.537451";"126.9696399";""
268;"한강로2가";"래미안용산더센트럴";"11170";"2017";"422";"37.5316834";"126.9696924";""
269;"한강로3가";"한강자이에클라트";"11170";"2006";"16-85";"37.5313415";"126.9553312";""
270;"한강로3가";"쌍용스윗닷홈";"11170";"2003";"89";"37.5233546";"126.9638119";""
271;"이촌동";"반도";"11170";"1977";"301-170";"37.5169563";"126.9820449";""
272;"이촌동";"정우";"11170";"1972";"302-69";"37.5208792";"126.9671743";""
273;"이촌동";"이촌동삼성리버스위트";"11170";"2002";"426";"37.51709900000001";"126.9766561";""
274;"한남동";"성아1";"11170";"1970";"263-10";"37.5341931";"127.0084985";""
275;"원효로2가";"원효";"11170";"1970";"94-2";"37.5350006";"126.9614535";""
276;"효창동";"효창맨션";"11170";"1969";"5-495";"37.5419661";"126.9618152";""
277;"효창동";"세양청마루";"11170";"2006";"268";"37.5407194";"126.9569475";""
278;"문배동";"CJ나인파크";"11170";"2007";"24-6";"37.5360166";"126.9690249";""
279;"문배동";"이안용산프리미어";"11170";"2007";"3-3";"37.5385336";"126.9703017";""
280;"문배동";"용산KCC웰츠타워";"11170";"2015";"11-10";"37.5376995";"126.9688942";""
281;"문배동";"삼라마이다스빌2";"11170";"2004";"40-19";"37.5383449";"126.9691309";""
282;"한강로2가";"벽산메가트리움";"11170";"2005";"2-8";"37.5321357";"126.9697278";""
283;"한강로2가";"용산아이피아대주피오레";"11170";"2007";"2-185";"37.5333702";"126.9674705";""
284;"한강로3가";"전자타운상가";"11170";"1993";"82";"37.5339705";"126.963682";""
285;"이촌동";"현대맨숀";"11170";"1975";"301-162";"37.5186483";"126.9823443";""
286;"이촌동";"미주B";"11170";"1976";"302-48";"37.5205737";"126.9696503";""
287;"이태원동";"주공1";"11170";"1993";"728";"37.542424";"126.9893539";""
288;"한남동";"아일랜드캐슬";"11170";"2003";"684-85";"37.5343302";"127.0006126";""
289;"한남동";"효성빌리지";"11170";"2000";"799";"37.5329837";"127.0122415";""
290;"한남동";"시범";"11170";"1970";"1-349";"37.5391599";"127.0124022";""
291;"한남동";"힐탑트레져1동";"11170";"2003";"1-44";"37.5386656";"127.013633";""
292;"후암동";"뉴후암";"11170";"1973";"426";"37.5512094";"126.9751691";""
293;"청파동3가";"베르체";"11170";"2003";"132-15";"37.5425855";"126.9634972";""
294;"원효로1가";"리첸시아용산";"11170";"2010";"133-3";"37.5380677";"126.9676185";""
295;"원효로3가";"금성";"11170";"1971";"124-1";"37.5338535";"126.9574629";""
296;"원효로4가";"한강수";"11170";"2005";"128-1";"37.5333955";"126.9514251";""
297;"효창동";"효창드림빌";"11170";"2002";"5-47";"37.5415217";"126.963229";""
298;"한강로3가";"우림필유";"11170";"2006";"91";"37.5254463";"126.9597498";""
299;"이촌동";"리버뷰";"11170";"1970";"300-27";"37.5201398";"126.9718634";""
300;"이촌동";"제일";"11170";"1976";"302-61";"37.5209767";"126.9684309";""
301;"이태원동";"용산동아파트";"11170";"1969";"669";"37.5397636";"126.9879301";""
302;"이태원동";"퍼시픽맨션골드";"11170";"2003";"352";"37.5367177";"126.988089";""
303;"한남동";"뉴캐슬하우스";"11170";"2003";"684-82";"37.53444229999999";"127.0008713";""
304;"한남동";"대림아르빌";"11170";"2005";"808";"37.5349789";"127.0013462";""
305;"서빙고동";"그린파크(코오롱 하늘채)";"11170";"2000";"293";"37.5229598";"126.9913734";""
306;"후암동";"화인";"11170";"2002";"244-99";"37.5485522";"126.9791166";""
307;"후암동";"힐튼빌리지2차";"11170";"2002";"244-88";"37.5493423";"126.9783793";""
308;"후암동";"삼안리치10차";"11170";"2005";"123-51";"37.5493916";"126.9755414";""
309;"한남동";"장미1";"11170";"1976";"732-19";"37.5341141";"126.9980776";""
310;"한남동";"신성미소시티";"11170";"2006";"96-3";"37.531538";"127.0070334";""
311;"후암동";"신후암";"11170";"1971";"244-86";"37.549795";"126.9778016";""
312;"청암동";"GS자이";"11170";"2005";"181";"37.5349984";"126.9474629";""
313;"효창동";"태원팰리스";"11170";"2007";"5-1";"37.542433";"126.9642936";""
314;"효창동";"효창베네스";"11170";"2002";"272";"37.5421507";"126.9591443";""
